//STEPDIAG 1
0000/00/00
///DUTY-RATIO
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
///OVERHAUL
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
///ENCNOISE-LV
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
//STEPDIAG 2
0000/00/00
///DUTY-RATIO
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
///OVERHAUL
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
///ENCNOISE-LV
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
//STEPDIAG 3
0000/00/00
///DUTY-RATIO
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
,0,0,0,0,0.0
